"Type"	"PLOD2"	"TIMP1"	"HLA-DRA"	"FN1"	"ANXA1"	"HLA-DPB1"	"VIM"	"LGALS1"	"HMOX1"	"C1S"	"P4HA1"	"VEGFA"	"IGFBP3"	"CCND1"	"HPCAL1"	"LIPA"	"ARHGDIB"	"PFKP"	"GPNMB"	"PLIN2"	"RARRES2"	"MYOF"
"Normal"	9.33599149148722	12.3107639728659	12.2489278265474	12.9506310658274	14.9310821610132	16.4365888205867	17.1541480123816	16.7979958050825	13.4025841556339	12.3881843894816	12.0427996326532	10.761008817869	11.529900207336	5.9718419136496	14.3569440164633	11.7659142807362	15.7662427891219	11.3272900046	13.7334991380347	10.9069762800226	10.2088496958396	11.875460769184
"Normal"	10.6954968268161	11.6365563377397	11.652410418026	14.1778705307044	14.979395979084	15.6685918960924	17.7018740351482	16.5214560320589	13.0043603983613	12.3511926839646	12.1947228541573	10.0897743660524	11.822608066554	5.8343784074474	13.8331666471583	12.2829899579025	15.9433680135094	12.7182502480719	13.9911920167385	11.2286187084327	11.0482047756822	12.6375777251475
"Normal"	11.508217084538	13.3556623195227	12.4758358235789	14.1132155806349	16.1409488382827	15.6281183701511	18.4138067859631	17.5875786443975	10.3242152035455	13.7764523077406	13.4200646628809	9.76358093163108	12.2439059729467	7.07819796362718	14.0628711256941	12.9769040650643	16.5861365515671	14.2102798059476	13.5239772867653	10.0598860307382	11.814612218515	12.7832598576582
"Normal"	9.45733061058464	10.9495059709561	11.9252379805601	14.3477728028423	14.9224075356296	15.239762590594	17.3273222930471	16.3855347326244	13.1675264641804	13.0111277864609	11.8532654793694	10.7186882254296	11.7188948128655	6.28594811087573	13.571658744512	12.489805268247	15.7593345146344	12.2856367823429	13.0926151802145	10.3949351345077	10.9882571654177	11.9051549645143
"Normal"	8.99672911987155	11.86785006039	12.4313379513906	14.3880117137681	15.1998929059396	15.9503401127731	17.5476324352149	16.0869713295449	12.9518932178522	12.6228228789723	11.3258419514807	10.2870594815664	12.1639112644396	6.29835060142367	13.2817291946016	11.4015053117588	16.01892344439	12.8143358060863	12.6237583924149	9.36456966609672	10.942694189697	12.2342229829743
"Normal"	8.37872455994938	11.0989618296429	11.1866744699285	14.2088796646772	14.4267853657322	15.1237017726859	17.0002333908803	16.4883152211545	13.1634979685537	11.492593632012	12.273939445579	11.08771231347	12.0512825625653	7.13240604250865	13.3642306898877	12.037459008946	15.4668501998523	12.467323830924	12.8152521409708	10.8652056323066	10.2644042609982	12.3144976958516
"Normal"	8.10583818008986	12.9180354338517	13.2468839798544	13.2667813987804	14.799033101365	14.5250045695285	17.6000860117883	17.0129053516346	14.2903564323558	11.9249243501944	12.2209863775133	9.95691891091823	11.6377942406784	6.13084330964711	15.1228976850469	12.2932425665946	15.5856119789011	11.3173336545951	13.7851164905245	8.5648799061004	11.5043263201245	10.937253046714
"Normal"	8.28044074190678	12.1626764454555	13.2723662405586	13.7922036370593	15.373080233498	15.685583619311	17.749206372906	17.5772460216309	14.2564466521609	12.2364977962906	12.0556959500056	10.6240548743388	12.0596956251384	6.55550276475731	15.1291110188882	12.4822395646951	16.1323689005481	10.9492051420238	12.6206969358783	10.9320458224186	11.864505515425	11.1986766631963
"Normal"	9.15407082980402	11.8374925970367	12.8632069738569	14.032313398314	14.8668095667458	15.0891014306068	17.6998452915983	17.0000326804262	13.0628914110455	11.9477279835668	11.897274551406	10.1474717691133	11.4557254605357	6.42331521566277	13.9978254418209	12.2436638456021	15.6458858023183	12.5019554092105	13.1282492113933	10.0430843290718	11.3183232251807	12.585386982309
"Normal"	8.53824560974479	11.3149710051465	11.9843039142766	14.5722018578126	15.0285292418765	14.8673950591463	17.6014530722923	16.2861181850943	12.9339484943577	12.3177565168965	11.5435736210058	10.7122711124509	11.7050462608737	5.89647030935542	13.6360002228577	11.6044843761187	15.7998173872571	12.3443906243548	12.3092253472026	9.92263880517733	10.7135507408157	12.4553987405963
"Normal"	6.67247942082701	10.8589111911649	10.5640650528175	14.2942376356308	13.8801387420113	13.8604889750428	16.5185791606959	15.8789247145758	12.242469712555	10.1813656776414	11.302623339799	10.0461549182329	12.6451718384892	5.49930694585983	13.1761855602624	11.5798014646498	14.7317860129992	10.989266034561	11.7021142775069	8.67341075472248	9.7438649014306	11.0554538441437
"Normal"	9.43317434069302	11.7019859482894	11.9157033787889	14.7420554378153	15.6841246450242	15.7614510949059	18.3011646860492	17.1576018332684	13.0084211519878	12.373201561401	12.0165778807048	9.50310401745928	11.2871026019662	5.71203413465856	13.7354928012105	12.2489538002436	15.8919909493174	12.9648573071727	13.8809951966647	10.2719922336675	10.5805072434325	13.2063904507746
"Normal"	9.17127763171581	11.7115657564429	12.2035520287054	14.4067668059414	15.943716255436	14.6786990270402	18.6309626273332	17.142915359019	12.727938417946	12.2208718728464	11.9413816261929	10.375810007298	11.8102162255744	5.51132328617976	13.7593001450367	12.171561771101	16.9125733352543	12.6264960968866	13.3407373238078	10.6759945129829	10.7063236222008	13.0222052047962
"Normal"	8.09255997969227	11.5319620937549	12.3316273341948	14.4091251263949	15.6502992778361	15.7467224756885	18.3578897534166	16.6189071020582	12.984773328987	12.4844502504376	11.6742518323584	10.3208862156769	12.1349703552352	5.81503823042875	13.5237890778906	12.1696751362248	16.7073410876495	12.5450788664439	13.255120297701	9.20346707122762	10.4594698089794	12.5325059020501
"Normal"	9.26278876506801	12.4386086938029	11.5441821471853	14.599384233644	15.1655767685922	15.4004989378165	17.8084000581029	16.5144371993109	12.8768048993694	13.283361208486	11.5924279945054	9.07282581086693	12.2656109073381	5.76819717222991	13.7039354109341	12.6284497984494	15.8153953686403	12.9205536165231	14.1920174813476	10.5298366885633	10.8285199963846	12.7807154881656
"Normal"	8.32307616806031	10.6143600486398	10.9669523606633	14.5941292936789	15.0581978086438	15.1721991641192	17.5552256561125	16.5718705209378	12.6104974935575	12.4978964239088	11.6872141491589	9.8378981016934	11.8034112519854	5.37180447016717	13.480211412559	11.7355966994923	15.3067943633293	12.4874124911205	11.826971237472	10.7859914091937	10.6898983280462	11.8709098365141
"Normal"	13.2031780107187	15.8900869500802	10.9267986401084	15.8222066371495	16.9150461687918	14.3885149898417	17.0205991583428	16.0396266275624	12.926115520911	13.7180007470502	12.942874973468	11.3811769895651	12.776956277864	4.27974039615103	12.3852681020947	11.0445645750224	17.1294541828831	12.8731151645179	12.1349580799105	12.5545800663144	8.72757406738134	11.8278501440732
"Normal"	7.41369287155199	11.8295228785421	11.0415754752686	14.1549258048124	14.5829308197189	13.0572371291395	16.9541472110569	16.3225825778288	12.9280543574241	11.7795894235661	11.9106287200337	10.1345386728722	12.1677250136231	5.80109842471694	13.6635798256895	12.1649001751963	15.106170696692	12.120533571518	11.6894516123521	7.57695219201168	10.9090361655087	11.9104658962245
"Normal"	6.88501378438415	11.3244307013104	11.9596496974279	13.353509095045	13.9399788198609	15.2436469919881	16.7069242824719	16.0319640022405	12.3973488166531	11.3567274021995	11.2964274328502	9.61095180491627	11.204959703353	6.38059345929601	13.5929531364211	11.2542984462379	14.870372781385	11.9650409014854	12.081148494475	8.60562242662623	10.0992201520436	11.7343228286061
"Normal"	7.10540808837429	9.33608981494474	12.927756475459	13.813157323066	14.3865598138786	15.6686558186563	17.0839739655692	15.9964475035607	12.7620776402173	11.2085241932415	11.2984552096748	9.59650306627395	10.5390156257193	4.35518359822497	13.7484703109983	11.3359753922243	14.9865290911594	11.6394140483277	12.5486086416144	10.5375985591459	9.8965046046864	11.0672034305473
"Normal"	9.36689936254104	10.8309011401124	13.0899134874661	14.6677433222	15.0182294451531	15.2349505790217	17.6028930745678	16.801559423284	12.1192761230133	12.1533544048568	11.6902048549447	8.60351587374819	11.7496647187256	5.55177843860877	13.8141362213172	11.9421262621472	15.7717903462151	12.9689117031132	12.8495555487453	11.5122890317112	10.1819900483994	12.459753697646
"Normal"	9.94971703518948	11.7828377071351	13.2480002443649	14.4209731135594	15.3225194679789	14.8401750359536	17.5818052985008	17.036107646538	12.4527685795385	12.6880592336688	12.0358374145221	10.0190723284286	11.7182600620823	6.32389201703913	13.9958376574679	12.0088240274087	15.6905920974369	13.0935413297859	13.3805889238582	10.9914701203316	10.5621987414531	12.4028396123768
"Normal"	6.93909111074886	10.8178194150348	12.6271396944452	13.2936124081595	14.1294002934982	14.3684613790563	17.0231918130224	16.283352066323	12.2709140503977	10.4780913806322	11.2916547836107	9.61502364907801	10.9010354406387	5.28011839276672	13.6518787602773	11.2230068785158	15.2844289838755	12.0698694825638	11.9094206532532	9.85656271072964	9.99294496636274	11.5324912651414
"Normal"	7.76049430584914	11.1587541662035	13.182296838751	14.0944187658089	15.0854119894449	14.0251253029801	17.7064060765298	16.4800483205824	12.9241309088628	11.5404768601734	11.7721554476498	10.5129574487532	11.2339107820144	6.15221503939642	14.1445766726402	12.0158015870819	15.7537435544419	13.2610449727033	11.2603527000828	10.9701036859492	10.6838063976083	12.092441637442
"Normal"	9.75827309491281	10.1570480689506	13.7912552137362	14.11656809106	14.688578549187	14.1139327934421	17.3816469969997	16.4171903260146	11.5741787225371	12.9148740803845	11.4494117433575	8.69338294650852	11.4790775278871	5.87174149525195	13.7984230935816	11.6861338574739	15.3030328725317	13.3257887197085	13.8401457894343	9.40173640800419	9.93099488906103	12.1705359852307
"Normal"	10.6448644330874	12.8146009646474	14.1912279149708	14.8857452316634	15.9804598257364	15.9995946692601	18.3565348243265	17.0488847621787	12.6356077657887	12.4343011157651	12.319163915195	9.45175303683551	11.7447323666738	4.61757491961625	13.4583959327243	12.4290968251566	16.8990284176722	13.7516602704343	12.7304035628696	8.87236302696692	10.3083210574073	13.6669808617056
"Normal"	10.5990283376553	13.4166881157134	14.7838647918468	14.4957503773944	16.7636059025925	14.9405789522101	18.8077585390221	17.5331587884769	13.1161789028104	12.2020478224744	12.6197502772255	10.1205729184286	11.9121523774328	6.11008105533613	14.1383797843277	13.3181791650991	17.5429942976428	13.894218443265	15.1688304045876	10.2722831697846	12.5954874151495	14.1652597711352
"Normal"	8.22708832925574	12.772640076802	13.6516354645416	14.047686457729	15.128104576037	14.6733187622525	17.4788802335533	16.6371784342268	13.1346015444166	11.8744766546135	12.0701293567427	10.0568806393566	12.0550864974926	6.01139294337595	14.1895385770298	12.3231590204116	15.9215219847958	12.5322159439988	13.0847835325566	10.5340179214487	11.1716706340521	12.6509456857307
"Normal"	8.417159576556	11.382364494775	13.0369713440685	15.030847399457	15.1127528961728	14.7227402801956	17.621057567787	16.6985426199368	12.3714167646139	12.6506743375686	12.0157049528992	9.15475376773098	11.614248599464	6.51295300613885	13.8241162906775	12.1138124613488	15.593607898004	12.8707168178483	12.3176238677656	8.9773364898077	9.95260407111627	12.4519571214818
"Normal"	7.75656614464522	10.5296960857207	13.1410542550726	14.9845988831659	14.702992053834	15.2857674914254	17.6575861460427	16.6700512625742	12.676372036673	12.5043013887305	11.9753387706318	9.60021214674755	12.1897061194201	5.616828636493	14.0943625703848	11.8847671314092	15.63291674496	12.6012586027419	13.1052177641086	9.11210053439018	10.6273841296707	12.1174797360557
"Normal"	10.124796967309	13.2853874076032	12.6804624829376	16.1012364284163	16.2778959794845	15.5544995411965	18.6380995106722	17.5665537098223	12.7126928691053	12.0450124552395	11.7456809288204	11.0580805080174	12.6606285553458	6.39886975724918	13.2766647856917	11.8763516348183	16.3879979576945	14.5605140906089	12.5456625725359	11.7469076333665	9.77189755747711	13.1238341384037
"Normal"	7.57046966234518	11.4472158478892	13.0691017971648	14.4265322688	15.0495412154884	13.8991031089074	17.5840430506062	16.1863159305996	12.7162206542215	12.5034693503141	11.4119819186688	9.52937909921373	11.4666450678015	4.84851929189045	13.6417805815766	11.9460298359215	15.9033003591622	12.1275623085287	13.2929803888459	7.97228084226395	10.560411297461	12.5162420940206
